progress_id,learner_id,course_id,progress_date,starting_score,current_score,score_change,completion_percentage,progress_status,badge_earned,recognition_tag
P00777,L065,READ01,2025-10-03,75.0,75.0,0.0,29.5,Stable,Learning Milestone,Learning Progress
P00778,L065,READ01,2025-10-23,75.0,73.3,-1.7,29.9,Stable,Learning Milestone,Learning Progress
P00779,L065,READ01,2025-11-17,75.0,70.0,-5.0,41.3,Needs Attention,Learning Milestone,Learning Progress
P00780,L065,READ01,2026-05-26,75.0,72.7,-2.3,100.0,Stable,Course Completion,Successful Completion
P00781,L066,MATH02,2025-09-19,76.5,76.5,0.0,36.2,Stable,Learning Milestone,Learning Progress
P00782,L066,MATH02,2025-10-05,76.5,72.2,-4.3,33.9,Stable,Learning Milestone,Learning Progress
P00783,L066,MATH02,2025-12-27,76.5,73.7,-2.8,47.3,Stable,Learning Milestone,Learning Progress
P00784,L066,MATH02,2026-06-29,76.5,86.7,10.2,100.0,Improving,Progress Star,Great Improvement
P00785,L066,READ01,2025-09-15,77.8,77.8,0.0,23.0,Stable,Learning Milestone,Learning Progress
P00786,L066,READ01,2026-01-25,77.8,81.8,4.0,49.9,Stable,Learning Milestone,Learning Progress
P00787,L066,READ01,2026-07-06,77.8,84.6,6.8,96.0,Improving,Learning Milestone,Learning Progress
P00788,L066,READ01,2026-08-10,77.8,84.6,6.8,100.0,Improving,Course Completion,Successful Completion
P00789,L066,SCI02,2025-12-02,80.0,80.0,0.0,41.6,Stable,Learning Milestone,Learning Progress
P00790,L066,SCI02,2025-12-15,80.0,73.7,-6.3,42.8,Needs Attention,Learning Milestone,Learning Progress
P00791,L066,SCI02,2026-02-18,80.0,80.0,0.0,56.6,Stable,Learning Milestone,Learning Progress
P00792,L066,SCI02,2026-05-14,80.0,80.0,0.0,100.0,Stable,Course Completion,Successful Completion
P00793,L067,ELA01,2025-09-08,77.8,77.8,0.0,31.7,Stable,Learning Milestone,Learning Progress
P00794,L067,ELA01,2025-10-28,77.8,66.7,-11.1,36.6,Needs Attention,Learning Milestone,Learning Progress
P00795,L067,ELA01,2026-04-22,77.8,76.5,-1.3,67.2,Stable,Learning Milestone,Learning Progress
P00796,L067,ELA01,2026-08-22,77.8,73.7,-4.1,100.0,Stable,Course Completion,Successful Completion
P00797,L067,MATH01,2025-09-01,73.3,73.3,0.0,20.4,Stable,Learning Milestone,Learning Progress
P00798,L067,MATH01,2025-10-20,73.3,72.7,-0.6,32.7,Stable,Learning Milestone,Learning Progress
P00799,L067,MATH01,2026-02-03,73.3,72.7,-0.6,62.2,Stable,Learning Milestone,Learning Progress
P00800,L067,MATH01,2026-06-18,73.3,80.0,6.7,100.0,Improving,Course Completion,Successful Completion
P00801,L067,SCI01,2025-12-13,80.0,80.0,0.0,44.3,Stable,Learning Milestone,Learning Progress
P00802,L067,SCI01,2026-01-15,80.0,76.9,-3.1,48.1,Stable,Learning Milestone,Learning Progress
P00803,L067,SCI01,2026-01-23,80.0,75.0,-5.0,50.8,Needs Attention,Learning Milestone,Learning Progress
P00804,L067,SCI01,2026-08-30,80.0,70.0,-10.0,100.0,Needs Attention,Course Completion,Successful Completion
P00805,L068,ELA04,2025-11-23,83.3,83.3,0.0,42.1,Stable,Learning Milestone,Learning Progress
P00806,L068,ELA04,2026-03-11,83.3,84.2,0.9,65.1,Stable,Learning Milestone,Learning Progress
P00807,L068,ELA04,2026-04-30,83.3,85.0,1.7,74.1,Stable,Learning Milestone,Learning Progress
P00808,L068,ELA04,2026-08-04,83.3,83.3,0.0,100.0,Stable,Course Completion,Successful Completion
P00809,L068,READ01,2025-10-30,84.2,84.2,0.0,33.0,Stable,Learning Milestone,Learning Progress
P00810,L068,READ01,2026-02-14,84.2,82.4,-1.8,60.4,Stable,Learning Milestone,Learning Progress
P00811,L068,READ01,2026-03-22,84.2,85.7,1.5,71.7,Stable,Learning Milestone,Learning Progress
P00812,L068,READ01,2026-08-03,84.2,90.0,5.8,100.0,Improving,Course Completion,Successful Completion
P00813,L068,SCI03,2025-09-22,84.2,84.2,0.0,28.6,Stable,Learning Milestone,Learning Progress
P00814,L068,SCI03,2025-11-24,84.2,83.3,-0.9,42.6,Stable,Learning Milestone,Learning Progress
P00815,L068,SCI03,2026-05-18,84.2,80.0,-4.2,82.8,Stable,Learning Milestone,Learning Progress
P00816,L068,SCI03,2026-08-15,84.2,92.3,8.1,100.0,Improving,Course Completion,Successful Completion
P00817,L069,ELA03,2025-09-16,55.6,55.6,0.0,33.9,Stable,Learning Milestone,Learning Progress
P00818,L069,ELA03,2026-01-09,55.6,55.0,-0.6,53.5,Stable,Learning Milestone,Learning Progress
P00819,L069,ELA03,2026-03-16,55.6,54.5,-1.1,65.5,Stable,Learning Milestone,Learning Progress
P00820,L069,ELA03,2026-08-25,55.6,63.2,7.6,100.0,Improving,Course Completion,Successful Completion
P00821,L069,MATH03,2025-10-19,60.0,60.0,0.0,30.2,Stable,Learning Milestone,Learning Progress
P00822,L069,MATH03,2026-02-06,60.0,58.8,-1.2,59.6,Stable,Learning Milestone,Learning Progress
P00823,L069,MATH03,2026-04-20,60.0,56.2,-3.8,74.3,Stable,Learning Milestone,Learning Progress
P00824,L069,MATH03,2026-08-27,60.0,52.9,-7.1,100.0,Needs Attention,Course Completion,Successful Completion
P00825,L069,SCI02,2025-10-05,64.7,64.7,0.0,33.8,Stable,Learning Milestone,Learning Progress
P00826,L069,SCI02,2025-10-07,64.7,53.3,-11.4,33.6,Needs Attention,Learning Milestone,Learning Progress
P00827,L069,SCI02,2025-12-16,64.7,60.0,-4.7,46.1,Stable,Learning Milestone,Learning Progress
P00828,L069,SCI02,2026-08-15,64.7,60.0,-4.7,100.0,Stable,Course Completion,Successful Completion
P00829,L070,ELA04,2025-09-21,75.0,75.0,0.0,26.8,Stable,Learning Milestone,Learning Progress
P00830,L070,ELA04,2025-11-23,75.0,80.0,5.0,43.2,Improving,Learning Milestone,Learning Progress
P00831,L070,ELA04,2026-02-17,75.0,80.0,5.0,59.3,Improving,Learning Milestone,Learning Progress
P00832,L070,ELA04,2026-08-18,75.0,81.8,6.8,100.0,Improving,Course Completion,Successful Completion
P00833,L070,MATH04,2025-09-13,76.9,76.9,0.0,29.5,Stable,Learning Milestone,Learning Progress
P00834,L070,MATH04,2025-10-15,76.9,80.0,3.1,33.2,Stable,Learning Milestone,Learning Progress
P00835,L070,MATH04,2025-12-05,76.9,83.3,6.4,38.7,Improving,Learning Milestone,Learning Progress
P00836,L070,MATH04,2026-08-07,76.9,83.3,6.4,100.0,Improving,Course Completion,Successful Completion
P00837,L070,READ01,2025-09-13,81.2,81.2,0.0,30.6,Stable,Learning Milestone,Learning Progress
P00838,L070,READ01,2026-04-13,81.2,87.5,6.3,66.3,Improving,Learning Milestone,Learning Progress
P00839,L070,READ01,2026-06-16,81.2,81.8,0.6,85.5,Stable,Learning Milestone,Learning Progress
P00840,L070,READ01,2026-08-24,81.2,88.9,7.7,100.0,Improving,Course Completion,Successful Completion
P00841,L071,ELA04,2025-09-06,84.2,84.2,0.0,24.6,Stable,Learning Milestone,Learning Progress
P00842,L071,ELA04,2025-10-01,84.2,76.5,-7.7,39.0,Needs Attention,Learning Milestone,Learning Progress
P00843,L071,ELA04,2026-03-10,84.2,77.8,-6.4,64.9,Needs Attention,Learning Milestone,Learning Progress
P00844,L071,ELA04,2026-08-07,84.2,88.2,4.0,100.0,Stable,Course Completion,Successful Completion
P00845,L071,READ01,2025-12-25,81.2,81.2,0.0,49.8,Stable,Learning Milestone,Learning Progress
P00846,L071,READ01,2026-01-13,81.2,80.0,-1.2,51.7,Stable,Learning Milestone,Learning Progress
P00847,L071,READ01,2026-03-31,81.2,92.3,11.1,68.4,Improving,Growth Champion,Strong Progress
P00848,L071,READ01,2026-07-18,81.2,81.2,0.0,100.0,Stable,Course Completion,Successful Completion
P00849,L071,SCI03,2025-10-09,84.2,84.2,0.0,37.2,Stable,Learning Milestone,Learning Progress
P00850,L071,SCI03,2026-01-26,84.2,85.0,0.8,63.1,Stable,Learning Milestone,Learning Progress
P00851,L071,SCI03,2026-05-13,84.2,86.7,2.5,78.2,Stable,Learning Milestone,Learning Progress
P00852,L071,SCI03,2026-07-04,84.2,94.1,9.9,100.0,Improving,Course Completion,Successful Completion
P00853,L072,ELA03,2025-11-11,78.6,78.6,0.0,37.9,Stable,Learning Milestone,Learning Progress
P00854,L072,ELA03,2026-04-06,78.6,80.0,1.4,65.0,Stable,Learning Milestone,Learning Progress
P00855,L072,ELA03,2026-07-11,78.6,85.7,7.1,92.6,Improving,Learning Milestone,Learning Progress
P00856,L072,ELA03,2026-08-19,78.6,93.3,14.7,100.0,Improving,Progress Star,Great Improvement
P00857,L072,MATH03,2025-10-07,78.6,78.6,0.0,20.2,Stable,Learning Milestone,Learning Progress
P00858,L072,MATH03,2026-01-09,78.6,81.8,3.2,61.6,Stable,Learning Milestone,Learning Progress
P00859,L072,MATH03,2026-04-24,78.6,84.2,5.6,71.1,Improving,Learning Milestone,Learning Progress
P00860,L072,MATH03,2026-07-08,78.6,82.4,3.8,100.0,Stable,Course Completion,Successful Completion
P00861,L072,SCI02,2025-10-17,83.3,83.3,0.0,41.2,Stable,Learning Milestone,Learning Progress
P00862,L072,SCI02,2026-02-23,83.3,78.6,-4.7,56.2,Stable,Learning Milestone,Learning Progress
P00863,L072,SCI02,2026-05-09,83.3,84.6,1.3,81.1,Stable,Learning Milestone,Learning Progress
P00864,L072,SCI02,2026-08-21,83.3,83.3,0.0,100.0,Stable,Course Completion,Successful Completion
P00865,L073,ELA02,2025-09-22,63.6,63.6,0.0,24.0,Stable,Learning Milestone,Learning Progress
P00866,L073,ELA02,2025-11-01,63.6,60.0,-3.6,44.4,Stable,Learning Milestone,Learning Progress
P00867,L073,ELA02,2025-12-02,63.6,71.4,7.8,47.6,Improving,Learning Milestone,Learning Progress
P00868,L073,ELA02,2026-03-18,63.6,66.7,3.1,100.0,Stable,Course Completion,Successful Completion
P00869,L073,MATH03,2025-11-27,61.5,61.5,0.0,44.4,Stable,Learning Milestone,Learning Progress
P00870,L073,MATH03,2025-12-22,61.5,66.7,5.2,50.5,Improving,Learning Milestone,Learning Progress
P00871,L073,MATH03,2026-03-16,61.5,64.7,3.2,60.5,Stable,Learning Milestone,Learning Progress
P00872,L073,MATH03,2026-06-27,61.5,68.4,6.9,100.0,Improving,Course Completion,Successful Completion
P00873,L073,READ01,2025-09-02,68.4,68.4,0.0,21.5,Stable,Learning Milestone,Learning Progress
P00874,L073,READ01,2026-01-01,68.4,63.6,-4.8,44.6,Stable,Learning Milestone,Learning Progress
P00875,L073,READ01,2026-02-05,68.4,63.2,-5.2,59.0,Needs Attention,Learning Milestone,Learning Progress
P00876,L073,READ01,2026-08-10,68.4,70.0,1.6,100.0,Stable,Course Completion,Successful Completion
P00877,L074,ELA02,2025-09-11,76.9,76.9,0.0,25.5,Stable,Learning Milestone,Learning Progress
P00878,L074,ELA02,2026-03-18,76.9,75.0,-1.9,64.9,Stable,Learning Milestone,Learning Progress
P00879,L074,ELA02,2026-05-14,76.9,75.0,-1.9,73.0,Stable,Learning Milestone,Learning Progress
P00880,L074,ELA02,2026-07-13,76.9,75.0,-1.9,100.0,Stable,Course Completion,Successful Completion
P00881,L074,READ01,2025-09-19,75.0,75.0,0.0,31.7,Stable,Learning Milestone,Learning Progress
P00882,L074,READ01,2025-10-17,75.0,83.3,8.3,37.6,Improving,Learning Milestone,Learning Progress
P00883,L074,READ01,2026-03-06,75.0,78.6,3.6,65.5,Stable,Learning Milestone,Learning Progress
P00884,L074,READ01,2026-08-29,75.0,72.2,-2.8,100.0,Stable,Course Completion,Successful Completion
P00885,L074,SCI02,2025-09-12,81.2,81.2,0.0,24.7,Stable,Learning Milestone,Learning Progress
P00886,L074,SCI02,2026-02-24,81.2,82.4,1.2,64.4,Stable,Learning Milestone,Learning Progress
P00887,L074,SCI02,2026-03-19,81.2,78.6,-2.6,69.3,Stable,Learning Milestone,Learning Progress
P00888,L074,SCI02,2026-06-20,81.2,78.9,-2.3,100.0,Stable,Course Completion,Successful Completion
P00889,L075,ELA04,2025-09-05,85.7,85.7,0.0,24.1,Stable,Learning Milestone,Learning Progress
P00890,L075,ELA04,2025-11-27,85.7,75.0,-10.7,47.6,Needs Attention,Learning Milestone,Learning Progress
P00891,L075,ELA04,2026-01-04,85.7,76.9,-8.8,49.3,Needs Attention,Learning Milestone,Learning Progress
P00892,L075,ELA04,2026-06-01,85.7,76.9,-8.8,100.0,Needs Attention,Course Completion,Successful Completion
P00893,L075,MATH04,2025-11-30,81.2,81.2,0.0,43.0,Stable,Learning Milestone,Learning Progress
P00894,L075,MATH04,2026-01-26,81.2,70.0,-11.2,51.1,Needs Attention,Learning Milestone,Learning Progress
P00895,L075,MATH04,2026-06-08,81.2,81.8,0.6,89.1,Stable,Learning Milestone,Learning Progress
P00896,L075,MATH04,2026-08-02,81.2,77.8,-3.4,100.0,Stable,Course Completion,Successful Completion
P00897,L075,READ01,2025-09-22,75.0,75.0,0.0,26.5,Stable,Learning Milestone,Learning Progress
P00898,L075,READ01,2025-10-05,75.0,76.5,1.5,26.4,Stable,Learning Milestone,Learning Progress
P00899,L075,READ01,2026-01-06,75.0,77.8,2.8,46.0,Stable,Learning Milestone,Learning Progress
P00900,L075,READ01,2026-07-25,75.0,80.0,5.0,100.0,Improving,Course Completion,Successful Completion
P00901,L076,ELA02,2025-09-19,81.8,81.8,0.0,36.4,Stable,Learning Milestone,Learning Progress
P00902,L076,ELA02,2025-11-25,81.8,87.5,5.7,40.2,Improving,Learning Milestone,Learning Progress
P00903,L076,ELA02,2026-03-28,81.8,83.3,1.5,73.6,Stable,Learning Milestone,Learning Progress
P00904,L076,ELA02,2026-05-27,81.8,92.3,10.5,100.0,Improving,Progress Star,Great Improvement
P00905,L076,MATH02,2025-11-06,80.0,80.0,0.0,33.9,Stable,Learning Milestone,Learning Progress
P00906,L076,MATH02,2026-03-10,80.0,86.7,6.7,62.3,Improving,Learning Milestone,Learning Progress
P00907,L076,MATH02,2026-04-26,80.0,83.3,3.3,68.7,Stable,Learning Milestone,Learning Progress
P00908,L076,MATH02,2026-08-31,80.0,83.3,3.3,100.0,Stable,Course Completion,Successful Completion
P00909,L076,READ01,2025-09-13,85.0,85.0,0.0,23.9,Stable,Learning Milestone,Learning Progress
P00910,L076,READ01,2025-12-21,85.0,88.2,3.2,40.3,Stable,Learning Milestone,Learning Progress
P00911,L076,READ01,2026-05-19,85.0,89.5,4.5,84.6,Stable,Learning Milestone,Learning Progress
P00912,L076,READ01,2026-08-31,85.0,90.0,5.0,100.0,Improving,Course Completion,Successful Completion
P00913,L077,MATH01,2025-09-12,61.1,61.1,0.0,24.5,Stable,Learning Milestone,Learning Progress
P00914,L077,MATH01,2026-01-04,61.1,71.4,10.3,51.6,Improving,Growth Champion,Strong Progress
P00915,L077,MATH01,2026-02-16,61.1,69.2,8.1,56.3,Improving,Learning Milestone,Learning Progress
P00916,L077,MATH01,2026-07-02,61.1,66.7,5.6,100.0,Improving,Course Completion,Successful Completion
P00917,L077,READ01,2025-09-01,58.8,58.8,0.0,36.8,Stable,Learning Milestone,Learning Progress
P00918,L077,READ01,2025-10-04,58.8,70.0,11.2,32.6,Improving,Growth Champion,Strong Progress
P00919,L077,READ01,2026-01-09,58.8,70.6,11.8,49.4,Improving,Growth Champion,Strong Progress
P00920,L077,READ01,2026-06-18,58.8,66.7,7.9,100.0,Improving,Course Completion,Successful Completion
P00921,L077,SCI01,2025-11-18,64.3,64.3,0.0,35.1,Stable,Learning Milestone,Learning Progress
P00922,L077,SCI01,2026-02-17,64.3,72.7,8.4,66.4,Improving,Learning Milestone,Learning Progress
P00923,L077,SCI01,2026-04-14,64.3,71.4,7.1,77.4,Improving,Learning Milestone,Learning Progress
P00924,L077,SCI01,2026-08-05,64.3,68.8,4.5,100.0,Stable,Course Completion,Successful Completion
P00925,L078,ELA04,2025-10-26,73.7,73.7,0.0,31.9,Stable,Learning Milestone,Learning Progress
P00926,L078,ELA04,2025-11-27,73.7,81.8,8.1,49.0,Improving,Learning Milestone,Learning Progress
P00927,L078,ELA04,2026-01-15,73.7,71.4,-2.3,54.8,Stable,Learning Milestone,Learning Progress
P00928,L078,ELA04,2026-05-10,73.7,76.9,3.2,100.0,Stable,Course Completion,Successful Completion
P00929,L078,MATH04,2025-09-05,72.7,72.7,0.0,27.6,Stable,Learning Milestone,Learning Progress
P00930,L078,MATH04,2025-10-13,72.7,80.0,7.3,27.6,Improving,Learning Milestone,Learning Progress
P00931,L078,MATH04,2025-11-16,72.7,73.3,0.6,35.9,Stable,Learning Milestone,Learning Progress
P00932,L078,MATH04,2026-06-04,72.7,72.7,0.0,100.0,Stable,Course Completion,Successful Completion
P00933,L078,SCI03,2025-10-12,72.7,72.7,0.0,36.0,Stable,Learning Milestone,Learning Progress
P00934,L078,SCI03,2026-01-03,72.7,75.0,2.3,45.0,Stable,Learning Milestone,Learning Progress
P00935,L078,SCI03,2026-05-05,72.7,81.2,8.5,75.0,Improving,Learning Milestone,Learning Progress
P00936,L078,SCI03,2026-08-06,72.7,80.0,7.3,100.0,Improving,Course Completion,Successful Completion
P00937,L079,ELA01,2025-11-02,83.3,83.3,0.0,40.9,Stable,Learning Milestone,Learning Progress
P00938,L079,ELA01,2026-04-11,83.3,90.0,6.7,73.4,Improving,Learning Milestone,Learning Progress
P00939,L079,ELA01,2026-07-27,83.3,90.0,6.7,88.7,Improving,Learning Milestone,Learning Progress
P00940,L079,ELA01,2026-08-10,83.3,94.1,10.8,100.0,Improving,Progress Star,Great Improvement
P00941,L079,READ01,2025-11-23,85.7,85.7,0.0,37.4,Stable,Learning Milestone,Learning Progress
P00942,L079,READ01,2026-02-21,85.7,92.9,7.2,65.0,Improving,Learning Milestone,Learning Progress
P00943,L079,READ01,2026-05-01,85.7,100.0,14.3,72.7,Improving,Growth Champion,Strong Progress
P00944,L079,READ01,2026-08-22,85.7,93.3,7.6,100.0,Improving,Course Completion,Successful Completion
P00945,L079,SCI01,2025-11-08,91.7,91.7,0.0,39.9,Stable,Learning Milestone,Learning Progress
P00946,L079,SCI01,2026-02-15,91.7,93.3,1.6,60.2,Stable,Learning Milestone,Learning Progress
P00947,L079,SCI01,2026-04-19,91.7,100.0,8.3,75.1,Improving,Learning Milestone,Learning Progress
P00948,L079,SCI01,2026-08-29,91.7,94.7,3.0,100.0,Stable,Course Completion,Successful Completion
P00949,L080,ELA04,2025-09-09,70.0,70.0,0.0,29.8,Stable,Learning Milestone,Learning Progress
P00950,L080,ELA04,2026-04-02,70.0,71.4,1.4,70.7,Stable,Learning Milestone,Learning Progress
P00951,L080,ELA04,2026-06-02,70.0,75.0,5.0,76.4,Improving,Learning Milestone,Learning Progress
P00952,L080,ELA04,2026-07-25,70.0,80.0,10.0,100.0,Improving,Progress Star,Great Improvement
P00953,L080,READ01,2025-11-15,75.0,75.0,0.0,38.2,Stable,Learning Milestone,Learning Progress
P00954,L080,READ01,2025-12-13,75.0,72.2,-2.8,41.8,Stable,Learning Milestone,Learning Progress
P00955,L080,READ01,2026-02-18,75.0,73.7,-1.3,58.9,Stable,Learning Milestone,Learning Progress
P00956,L080,READ01,2026-05-15,75.0,73.7,-1.3,100.0,Stable,Course Completion,Successful Completion
P00957,L080,SCI03,2025-09-10,75.0,75.0,0.0,27.9,Stable,Learning Milestone,Learning Progress
P00958,L080,SCI03,2025-10-03,75.0,73.7,-1.3,35.8,Stable,Learning Milestone,Learning Progress
P00959,L080,SCI03,2026-03-28,75.0,78.6,3.6,73.1,Stable,Learning Milestone,Learning Progress
P00960,L080,SCI03,2026-07-19,75.0,75.0,0.0,100.0,Stable,Course Completion,Successful Completion
P00961,L081,ELA01,2025-10-05,60.0,60.0,0.0,34.1,Stable,Learning Milestone,Learning Progress
P00962,L081,ELA01,2026-03-18,60.0,70.0,10.0,66.2,Improving,Growth Champion,Strong Progress
P00963,L081,ELA01,2026-06-13,60.0,73.3,13.3,86.8,Improving,Growth Champion,Strong Progress
P00964,L081,ELA01,2026-08-24,60.0,68.4,8.4,100.0,Improving,Course Completion,Successful Completion
P00965,L081,MATH01,2025-10-13,66.7,66.7,0.0,33.4,Stable,Learning Milestone,Learning Progress
P00966,L081,MATH01,2025-11-02,66.7,70.0,3.3,46.4,Stable,Learning Milestone,Learning Progress
P00967,L081,MATH01,2026-05-05,66.7,72.2,5.5,73.5,Improving,Learning Milestone,Learning Progress
P00968,L081,MATH01,2026-08-09,66.7,68.8,2.1,100.0,Stable,Course Completion,Successful Completion
P00969,L081,READ01,2025-11-22,69.2,69.2,0.0,36.5,Stable,Learning Milestone,Learning Progress
P00970,L081,READ01,2026-01-10,69.2,64.3,-4.9,55.2,Stable,Learning Milestone,Learning Progress
P00971,L081,READ01,2026-04-01,69.2,66.7,-2.5,74.4,Stable,Learning Milestone,Learning Progress
P00972,L081,READ01,2026-08-10,69.2,66.7,-2.5,100.0,Stable,Course Completion,Successful Completion
P00973,L082,ELA04,2025-10-22,81.8,81.8,0.0,36.1,Stable,Learning Milestone,Learning Progress
P00974,L082,ELA04,2025-11-10,81.8,86.7,4.9,42.3,Stable,Learning Milestone,Learning Progress
P00975,L082,ELA04,2026-05-27,81.8,81.8,0.0,81.2,Stable,Learning Milestone,Learning Progress
P00976,L082,ELA04,2026-07-06,81.8,83.3,1.5,100.0,Stable,Course Completion,Successful Completion
P00977,L082,MATH04,2025-09-21,81.8,81.8,0.0,29.7,Stable,Learning Milestone,Learning Progress
P00978,L082,MATH04,2026-01-31,81.8,89.5,7.7,51.9,Improving,Learning Milestone,Learning Progress
P00979,L082,MATH04,2026-03-26,81.8,81.2,-0.6,76.9,Stable,Learning Milestone,Learning Progress
P00980,L082,MATH04,2026-08-03,81.8,83.3,1.5,100.0,Stable,Course Completion,Successful Completion
P00981,L082,READ01,2025-09-17,81.2,81.2,0.0,30.0,Stable,Learning Milestone,Learning Progress
P00982,L082,READ01,2026-01-04,81.2,83.3,2.1,48.2,Stable,Learning Milestone,Learning Progress
P00983,L082,READ01,2026-02-10,81.2,72.7,-8.5,49.3,Needs Attention,Learning Milestone,Learning Progress
P00984,L082,READ01,2026-07-24,81.2,85.7,4.5,100.0,Stable,Course Completion,Successful Completion
P00985,L083,ELA04,2025-11-09,71.4,71.4,0.0,33.4,Stable,Learning Milestone,Learning Progress
P00986,L083,ELA04,2026-01-28,71.4,75.0,3.6,60.1,Stable,Learning Milestone,Learning Progress
P00987,L083,ELA04,2026-03-30,71.4,66.7,-4.7,65.8,Stable,Learning Milestone,Learning Progress
P00988,L083,ELA04,2026-06-30,71.4,69.2,-2.2,100.0,Stable,Course Completion,Successful Completion
P00989,L083,READ01,2025-09-09,66.7,66.7,0.0,22.4,Stable,Learning Milestone,Learning Progress
P00990,L083,READ01,2025-11-04,66.7,66.7,0.0,38.6,Stable,Learning Milestone,Learning Progress
P00991,L083,READ01,2026-04-29,66.7,68.4,1.7,71.6,Stable,Learning Milestone,Learning Progress
P00992,L083,READ01,2026-08-29,66.7,75.0,8.3,100.0,Improving,Course Completion,Successful Completion
P00993,L083,SCI03,2025-10-28,68.4,68.4,0.0,38.0,Stable,Learning Milestone,Learning Progress
P00994,L083,SCI03,2025-11-08,68.4,72.7,4.3,36.7,Stable,Learning Milestone,Learning Progress
P00995,L083,SCI03,2026-01-20,68.4,70.6,2.2,57.5,Stable,Learning Milestone,Learning Progress
P00996,L083,SCI03,2026-08-17,68.4,73.3,4.9,100.0,Stable,Course Completion,Successful Completion
P00997,L084,MATH04,2025-10-04,69.2,69.2,0.0,31.9,Stable,Learning Milestone,Learning Progress
P00998,L084,MATH04,2026-02-03,69.2,75.0,5.8,51.1,Improving,Learning Milestone,Learning Progress
P00999,L084,MATH04,2026-04-21,69.2,77.8,8.6,72.5,Improving,Learning Milestone,Learning Progress
P01000,L084,MATH04,2026-07-27,69.2,78.6,9.4,100.0,Improving,Course Completion,Successful Completion
P01001,L084,READ01,2025-09-11,69.2,69.2,0.0,32.4,Stable,Learning Milestone,Learning Progress
P01002,L084,READ01,2025-10-25,69.2,77.8,8.6,33.1,Improving,Learning Milestone,Learning Progress
P01003,L084,READ01,2026-01-08,69.2,83.3,14.1,60.7,Improving,Growth Champion,Strong Progress
P01004,L084,READ01,2026-06-18,69.2,81.8,12.6,100.0,Improving,Progress Star,Great Improvement
P01005,L084,SCI03,2025-11-14,76.9,76.9,0.0,34.2,Stable,Learning Milestone,Learning Progress
P01006,L084,SCI03,2025-12-15,76.9,75.0,-1.9,43.3,Stable,Learning Milestone,Learning Progress
P01007,L084,SCI03,2026-03-19,76.9,80.0,3.1,71.7,Stable,Learning Milestone,Learning Progress
P01008,L084,SCI03,2026-08-06,76.9,75.0,-1.9,100.0,Stable,Course Completion,Successful Completion
P01009,L085,MATH01,2025-12-12,94.7,94.7,0.0,46.1,Stable,Learning Milestone,Learning Progress
P01010,L085,MATH01,2026-01-18,94.7,100.0,5.3,54.2,Improving,Learning Milestone,Learning Progress
P01011,L085,MATH01,2026-07-06,94.7,93.8,-0.9,83.8,Stable,Learning Milestone,Learning Progress
P01012,L085,MATH01,2026-08-23,94.7,100.0,5.3,100.0,Improving,Course Completion,Successful Completion
P01013,L085,READ01,2025-09-23,100.0,100.0,0.0,25.6,Stable,Learning Milestone,Learning Progress
P01014,L085,READ01,2026-01-20,100.0,100.0,0.0,57.4,Stable,Learning Milestone,Learning Progress
P01015,L085,READ01,2026-06-05,100.0,90.0,-10.0,87.5,Needs Attention,Learning Milestone,Learning Progress
P01016,L085,READ01,2026-08-19,100.0,91.7,-8.3,100.0,Needs Attention,Course Completion,Successful Completion
P01017,L085,SCI01,2025-10-23,92.3,92.3,0.0,39.6,Stable,Learning Milestone,Learning Progress
P01018,L085,SCI01,2025-11-09,92.3,100.0,7.7,46.6,Improving,Learning Milestone,Learning Progress
P01019,L085,SCI01,2026-04-14,92.3,90.0,-2.3,72.4,Stable,Learning Milestone,Learning Progress
P01020,L085,SCI01,2026-08-15,92.3,100.0,7.7,100.0,Improving,Course Completion,Successful Completion
P01021,L086,ELA04,2025-11-20,70.0,70.0,0.0,41.2,Stable,Learning Milestone,Learning Progress
P01022,L086,ELA04,2025-11-28,70.0,76.9,6.9,40.2,Improving,Learning Milestone,Learning Progress
P01023,L086,ELA04,2025-12-29,70.0,69.2,-0.8,46.5,Stable,Learning Milestone,Learning Progress
P01024,L086,ELA04,2026-08-08,70.0,76.9,6.9,100.0,Improving,Course Completion,Successful Completion
P01025,L086,MATH04,2025-11-28,71.4,71.4,0.0,42.5,Stable,Learning Milestone,Learning Progress
P01026,L086,MATH04,2026-02-09,71.4,68.8,-2.6,59.5,Stable,Learning Milestone,Learning Progress
P01027,L086,MATH04,2026-04-16,71.4,83.3,11.9,65.8,Improving,Growth Champion,Strong Progress
P01028,L086,MATH04,2026-07-10,71.4,66.7,-4.7,100.0,Stable,Course Completion,Successful Completion
P01029,L086,READ01,2025-09-04,70.0,70.0,0.0,29.7,Stable,Learning Milestone,Learning Progress
P01030,L086,READ01,2025-11-18,70.0,69.2,-0.8,36.6,Stable,Learning Milestone,Learning Progress
P01031,L086,READ01,2026-03-11,70.0,72.2,2.2,64.4,Stable,Learning Milestone,Learning Progress
P01032,L086,READ01,2026-08-19,70.0,68.4,-1.6,100.0,Stable,Course Completion,Successful Completion
P01033,L087,ELA04,2025-10-12,81.8,81.8,0.0,28.2,Stable,Learning Milestone,Learning Progress
P01034,L087,ELA04,2025-10-13,81.8,81.8,0.0,36.9,Stable,Learning Milestone,Learning Progress
P01035,L087,ELA04,2026-02-13,81.8,78.9,-2.9,57.8,Stable,Learning Milestone,Learning Progress
