assessment_id,learner_id,course_id,assessment_date,assessment_type,attempt_number,questions_attempted,questions_correct,score_percentage,retry_count
AS01169,L053,SCI03,2026-05-12,Test,1,16,15,93.8,0
AS01170,L053,SCI03,2026-08-22,Practice,1,15,14,93.3,0
AS01171,L054,SCI02,2025-10-10,Test,1,15,11,73.3,0
AS01172,L054,SCI02,2025-11-08,Test,1,13,10,76.9,0
AS01173,L054,SCI02,2025-12-30,Test,2,12,10,83.3,1
AS01174,L054,SCI02,2026-02-11,Quiz,1,17,15,88.2,0
AS01175,L054,SCI02,2026-03-02,Practice,2,19,14,73.7,1
AS01176,L054,SCI02,2026-03-06,Quiz,1,20,16,80.0,0
AS01177,L054,SCI02,2026-03-09,Quiz,1,17,14,82.4,0
AS01178,L054,SCI02,2026-06-04,Practice,1,17,14,82.4,0
AS01179,L054,SCI02,2026-08-21,Quiz,1,19,16,84.2,0
AS01180,L054,READ01,2025-09-30,Quiz,1,17,14,82.4,0
AS01181,L054,READ01,2026-02-25,Quiz,1,11,9,81.8,0
AS01182,L054,READ01,2026-04-18,Test,1,14,12,85.7,0
AS01183,L054,READ01,2026-06-14,Practice,1,10,8,80.0,0
AS01184,L054,READ01,2026-06-14,Quiz,1,16,13,81.2,0
AS01185,L054,READ01,2026-07-30,Practice,2,16,12,75.0,1
AS01186,L054,ELA02,2025-12-29,Test,1,16,13,81.2,0
AS01187,L054,ELA02,2026-02-03,Quiz,1,20,16,80.0,0
AS01188,L054,ELA02,2026-02-17,Practice,2,19,15,78.9,1
AS01189,L054,ELA02,2026-05-19,Quiz,2,19,15,78.9,1
AS01190,L054,ELA02,2026-06-03,Practice,2,19,16,84.2,1
AS01191,L054,ELA02,2026-06-19,Quiz,1,12,10,83.3,0
AS01192,L054,ELA02,2026-08-12,Quiz,1,19,15,78.9,0
AS01193,L054,ELA02,2026-08-23,Practice,2,12,10,83.3,1
AS01194,L055,SCI03,2025-10-16,Practice,1,20,17,85.0,0
AS01195,L055,SCI03,2025-10-19,Quiz,1,16,14,87.5,0
AS01196,L055,SCI03,2026-02-17,Practice,1,15,14,93.3,0
AS01197,L055,SCI03,2026-03-26,Practice,1,15,13,86.7,0
AS01198,L055,SCI03,2026-06-21,Quiz,1,14,13,92.9,0
AS01199,L055,SCI03,2026-08-25,Quiz,1,14,12,85.7,0
AS01200,L055,MATH04,2025-10-12,Quiz,1,10,9,90.0,0
AS01201,L055,MATH04,2025-10-19,Practice,2,18,15,83.3,1
AS01202,L055,MATH04,2026-01-10,Test,1,11,9,81.8,0
AS01203,L055,MATH04,2026-02-21,Practice,2,10,8,80.0,1
AS01204,L055,MATH04,2026-04-20,Test,2,14,12,85.7,1
AS01205,L055,MATH04,2026-05-27,Quiz,1,19,16,84.2,0
AS01206,L055,MATH04,2026-07-22,Test,1,12,11,91.7,0
AS01207,L055,MATH04,2026-07-29,Quiz,1,17,14,82.4,0
AS01208,L055,ELA04,2025-10-20,Practice,1,12,10,83.3,0
AS01209,L055,ELA04,2025-11-19,Test,1,10,8,80.0,0
AS01210,L055,ELA04,2025-11-30,Practice,1,11,9,81.8,0
AS01211,L055,ELA04,2026-03-11,Test,1,14,12,85.7,0
AS01212,L055,ELA04,2026-04-14,Quiz,1,12,11,91.7,0
AS01213,L055,ELA04,2026-06-21,Test,1,11,9,81.8,0
AS01214,L055,ELA04,2026-07-05,Practice,1,12,10,83.3,0
AS01215,L055,ELA04,2026-08-16,Test,1,17,15,88.2,0
AS01216,L056,SCI01,2025-10-04,Practice,1,13,10,76.9,0
AS01217,L056,SCI01,2025-10-30,Quiz,1,13,11,84.6,0
AS01218,L056,SCI01,2025-11-12,Practice,2,15,12,80.0,1
AS01219,L056,SCI01,2026-01-05,Test,1,20,16,80.0,0
AS01220,L056,SCI01,2026-02-21,Quiz,1,11,9,81.8,0
AS01221,L056,SCI01,2026-03-07,Test,1,20,17,85.0,0
AS01222,L056,SCI01,2026-04-18,Test,1,19,16,84.2,0
AS01223,L056,SCI01,2026-06-11,Test,1,18,15,83.3,0
AS01224,L056,SCI01,2026-08-09,Practice,1,20,16,80.0,0
AS01225,L056,READ01,2025-12-11,Quiz,2,16,13,81.2,1
AS01226,L056,READ01,2026-01-28,Test,1,17,14,82.4,0
AS01227,L056,READ01,2026-03-26,Practice,1,17,15,88.2,0
AS01228,L056,READ01,2026-04-07,Practice,1,17,14,82.4,0
AS01229,L056,READ01,2026-04-11,Test,1,20,18,90.0,0
AS01230,L056,READ01,2026-04-18,Quiz,1,10,8,80.0,0
AS01231,L056,READ01,2026-07-18,Test,1,14,11,78.6,0
AS01232,L056,MATH01,2025-09-15,Test,2,16,12,75.0,1
AS01233,L056,MATH01,2025-09-25,Test,1,10,8,80.0,0
AS01234,L056,MATH01,2025-09-25,Test,1,16,12,75.0,0
AS01235,L056,MATH01,2026-02-03,Test,1,12,9,75.0,0
AS01236,L056,MATH01,2026-02-08,Quiz,1,10,7,70.0,0
AS01237,L056,MATH01,2026-06-01,Quiz,1,17,14,82.4,0
AS01238,L056,MATH01,2026-07-26,Quiz,2,15,13,86.7,1
AS01239,L057,ELA04,2025-09-08,Quiz,1,11,7,63.6,0
AS01240,L057,ELA04,2025-09-24,Practice,1,13,8,61.5,0
AS01241,L057,ELA04,2025-12-15,Quiz,1,12,8,66.7,0
AS01242,L057,ELA04,2025-12-15,Practice,1,15,11,73.3,0
AS01243,L057,ELA04,2026-03-15,Test,2,10,7,70.0,1
AS01244,L057,ELA04,2026-06-20,Practice,1,13,9,69.2,0
AS01245,L057,ELA04,2026-07-11,Test,1,16,12,75.0,0
AS01246,L057,ELA04,2026-07-25,Test,1,20,14,70.0,0
AS01247,L057,ELA04,2026-08-19,Quiz,1,14,10,71.4,0
AS01248,L057,SCI03,2025-09-06,Practice,2,16,11,68.8,1
AS01249,L057,SCI03,2025-12-07,Quiz,1,12,8,66.7,0
AS01250,L057,SCI03,2026-01-08,Quiz,1,11,7,63.6,0
AS01251,L057,SCI03,2026-01-21,Practice,1,12,8,66.7,0
AS01252,L057,SCI03,2026-03-13,Practice,2,11,7,63.6,1
AS01253,L057,SCI03,2026-03-31,Practice,1,12,9,75.0,0
AS01254,L057,SCI03,2026-05-08,Test,1,20,14,70.0,0
AS01255,L057,SCI03,2026-07-05,Practice,2,16,11,68.8,1
AS01256,L057,SCI03,2026-07-18,Practice,1,14,10,71.4,0
AS01257,L057,MATH04,2025-10-15,Quiz,2,13,9,69.2,1
AS01258,L057,MATH04,2025-11-01,Quiz,1,17,12,70.6,0
AS01259,L057,MATH04,2025-12-13,Practice,2,13,9,69.2,1
AS01260,L057,MATH04,2026-03-22,Test,2,12,8,66.7,1
AS01261,L057,MATH04,2026-05-13,Test,2,11,7,63.6,1
AS01262,L057,MATH04,2026-06-12,Quiz,1,15,10,66.7,0
AS01263,L058,MATH02,2025-09-22,Practice,1,10,6,60.0,0
AS01264,L058,MATH02,2025-09-23,Practice,1,14,8,57.1,0
AS01265,L058,MATH02,2025-12-06,Test,2,17,10,58.8,1
AS01266,L058,MATH02,2025-12-17,Quiz,1,10,7,70.0,0
AS01267,L058,MATH02,2026-02-10,Quiz,2,14,9,64.3,1
AS01268,L058,MATH02,2026-05-16,Practice,1,12,8,66.7,0
AS01269,L058,MATH02,2026-06-19,Quiz,1,20,15,75.0,0
AS01270,L058,MATH02,2026-07-03,Quiz,2,17,11,64.7,1
AS01271,L058,MATH02,2026-08-06,Test,1,19,14,73.7,0
AS01272,L058,MATH03,2025-09-30,Quiz,2,16,10,62.5,1
AS01273,L058,MATH03,2025-10-04,Test,1,19,13,68.4,0
AS01274,L058,MATH03,2025-10-28,Quiz,1,15,10,66.7,0
AS01275,L058,MATH03,2025-11-13,Quiz,1,11,6,54.5,0
AS01276,L058,MATH03,2026-02-10,Quiz,2,16,11,68.8,1
AS01277,L058,MATH03,2026-06-08,Quiz,1,16,11,68.8,0
AS01278,L058,MATH03,2026-08-17,Quiz,1,13,8,61.5,0
AS01279,L058,ELA02,2025-09-11,Practice,1,14,10,71.4,0
AS01280,L058,ELA02,2026-03-17,Quiz,1,17,12,70.6,0
AS01281,L058,ELA02,2026-05-02,Practice,1,20,14,70.0,0
AS01282,L058,ELA02,2026-06-20,Test,1,15,10,66.7,0
AS01283,L058,ELA02,2026-07-28,Quiz,1,17,12,70.6,0
AS01284,L058,ELA02,2026-07-30,Practice,1,17,12,70.6,0
AS01285,L059,READ01,2025-11-13,Practice,1,15,12,80.0,0
AS01286,L059,READ01,2025-11-22,Practice,2,14,11,78.6,1
AS01287,L059,READ01,2025-11-29,Test,1,16,12,75.0,0
AS01288,L059,READ01,2026-01-10,Quiz,1,13,10,76.9,0
AS01289,L059,READ01,2026-01-25,Practice,1,20,15,75.0,0
AS01290,L059,READ01,2026-03-18,Practice,1,16,13,81.2,0
AS01291,L059,READ01,2026-07-24,Practice,1,17,13,76.5,0
AS01292,L059,ELA02,2025-11-08,Test,1,13,10,76.9,0
AS01293,L059,ELA02,2025-12-15,Test,1,13,10,76.9,0
AS01294,L059,ELA02,2026-01-04,Practice,1,20,16,80.0,0
AS01295,L059,ELA02,2026-02-14,Practice,1,17,14,82.4,0
AS01296,L059,ELA02,2026-02-20,Quiz,1,15,12,80.0,0
AS01297,L059,ELA02,2026-03-06,Quiz,1,16,13,81.2,0
AS01298,L059,ELA02,2026-03-24,Practice,1,18,15,83.3,0
AS01299,L059,ELA02,2026-05-30,Quiz,1,19,15,78.9,0
AS01300,L059,ELA02,2026-08-07,Quiz,1,13,11,84.6,0
AS01301,L059,MATH03,2025-09-13,Test,1,20,16,80.0,0
AS01302,L059,MATH03,2025-12-02,Quiz,1,20,16,80.0,0
AS01303,L059,MATH03,2025-12-15,Quiz,1,20,17,85.0,0
AS01304,L059,MATH03,2026-03-17,Practice,1,12,9,75.0,0
AS01305,L059,MATH03,2026-04-10,Quiz,1,13,11,84.6,0
AS01306,L059,MATH03,2026-04-15,Test,1,17,13,76.5,0
AS01307,L059,MATH03,2026-05-23,Quiz,1,18,14,77.8,0
AS01308,L059,MATH03,2026-06-18,Quiz,2,20,16,80.0,1
AS01309,L059,MATH03,2026-08-22,Quiz,2,11,8,72.7,1
AS01310,L060,READ01,2025-10-04,Practice,1,15,13,86.7,0
AS01311,L060,READ01,2025-10-17,Practice,1,19,17,89.5,0
AS01312,L060,READ01,2025-11-17,Quiz,1,17,15,88.2,0
AS01313,L060,READ01,2025-12-13,Test,1,14,13,92.9,0
AS01314,L060,READ01,2025-12-19,Quiz,1,12,11,91.7,0
AS01315,L060,READ01,2026-02-05,Test,1,12,12,100.0,0
AS01316,L060,READ01,2026-02-08,Test,1,19,18,94.7,0
AS01317,L060,READ01,2026-03-02,Test,1,18,17,94.4,0
AS01318,L060,SCI02,2025-09-21,Practice,1,12,11,91.7,0
AS01319,L060,SCI02,2025-10-20,Quiz,1,16,14,87.5,0
AS01320,L060,SCI02,2025-10-29,Practice,1,19,17,89.5,0
AS01321,L060,SCI02,2025-11-15,Quiz,1,17,15,88.2,0
AS01322,L060,SCI02,2026-01-06,Practice,1,17,15,88.2,0
AS01323,L060,SCI02,2026-04-16,Practice,1,20,19,95.0,0
AS01324,L060,SCI02,2026-08-06,Quiz,1,11,11,100.0,0
AS01325,L060,SCI02,2026-08-20,Practice,1,12,11,91.7,0
AS01326,L060,MATH03,2025-10-13,Practice,1,15,13,86.7,0
AS01327,L060,MATH03,2025-10-27,Test,1,10,9,90.0,0
AS01328,L060,MATH03,2025-11-16,Practice,1,16,15,93.8,0
AS01329,L060,MATH03,2025-12-10,Practice,1,14,12,85.7,0
AS01330,L060,MATH03,2026-01-28,Quiz,1,18,16,88.9,0
AS01331,L060,MATH03,2026-02-12,Quiz,1,17,16,94.1,0
AS01332,L060,MATH03,2026-07-22,Test,1,10,10,100.0,0
AS01333,L060,MATH03,2026-08-09,Practice,1,14,14,100.0,0
AS01334,L060,MATH03,2026-08-31,Test,2,15,15,100.0,1
AS01335,L061,ELA04,2025-09-06,Quiz,1,10,8,80.0,0
AS01336,L061,ELA04,2025-09-17,Quiz,1,17,13,76.5,0
AS01337,L061,ELA04,2025-10-12,Practice,1,20,16,80.0,0
AS01338,L061,ELA04,2025-11-06,Test,1,15,11,73.3,0
AS01339,L061,ELA04,2026-02-18,Practice,1,16,13,81.2,0
AS01340,L061,ELA04,2026-06-10,Test,1,12,10,83.3,0
AS01341,L061,ELA04,2026-06-21,Practice,1,14,11,78.6,0
AS01342,L061,ELA04,2026-07-17,Practice,2,14,11,78.6,1
AS01343,L061,ELA04,2026-08-04,Test,2,20,16,80.0,1
AS01344,L061,READ01,2025-09-12,Test,2,15,11,73.3,1
AS01345,L061,READ01,2025-10-09,Quiz,1,13,10,76.9,0
AS01346,L061,READ01,2025-10-25,Test,1,10,8,80.0,0
AS01347,L061,READ01,2025-10-29,Test,1,15,12,80.0,0
AS01348,L061,READ01,2025-11-05,Test,1,11,9,81.8,0
AS01349,L061,READ01,2025-11-30,Practice,1,17,13,76.5,0
AS01350,L061,READ01,2026-01-03,Quiz,1,20,17,85.0,0
AS01351,L061,READ01,2026-05-19,Quiz,1,10,8,80.0,0
AS01352,L061,MATH04,2025-09-02,Test,2,13,10,76.9,1
AS01353,L061,MATH04,2025-10-17,Test,1,11,9,81.8,0
AS01354,L061,MATH04,2025-10-17,Quiz,2,18,14,77.8,1
AS01355,L061,MATH04,2025-12-05,Quiz,1,17,12,70.6,0
AS01356,L061,MATH04,2026-04-10,Test,2,17,13,76.5,1
AS01357,L061,MATH04,2026-08-18,Quiz,1,19,15,78.9,0
AS01358,L062,MATH04,2025-09-04,Test,1,19,13,68.4,0
AS01359,L062,MATH04,2025-10-11,Quiz,1,11,9,81.8,0
AS01360,L062,MATH04,2025-11-13,Practice,2,13,10,76.9,1
AS01361,L062,MATH04,2025-11-30,Test,2,13,10,76.9,1
AS01362,L062,MATH04,2025-12-04,Practice,2,19,15,78.9,1
AS01363,L062,MATH04,2025-12-11,Quiz,1,18,14,77.8,0
AS01364,L062,MATH04,2026-01-13,Practice,2,16,12,75.0,1
AS01365,L062,MATH04,2026-05-18,Test,1,13,11,84.6,0
AS01366,L062,MATH04,2026-06-05,Quiz,1,20,17,85.0,0
AS01367,L062,SCI03,2025-10-01,Test,2,16,12,75.0,1
AS01368,L062,SCI03,2025-10-02,Test,2,17,13,76.5,1
AS01369,L062,SCI03,2025-10-03,Test,2,20,16,80.0,1
AS01370,L062,SCI03,2026-02-24,Test,1,15,12,80.0,0
AS01371,L062,SCI03,2026-05-11,Test,1,20,15,75.0,0
AS01372,L062,SCI03,2026-07-15,Practice,1,14,12,85.7,0
AS01373,L062,ELA04,2025-12-07,Quiz,1,13,10,76.9,0
AS01374,L062,ELA04,2026-02-01,Practice,1,15,12,80.0,0
AS01375,L062,ELA04,2026-02-08,Practice,1,15,13,86.7,0
AS01376,L062,ELA04,2026-03-03,Practice,1,17,14,82.4,0
AS01377,L062,ELA04,2026-03-09,Test,1,17,14,82.4,0
AS01378,L062,ELA04,2026-05-04,Quiz,1,16,13,81.2,0
AS01379,L062,ELA04,2026-05-09,Practice,1,12,10,83.3,0
AS01380,L062,ELA04,2026-05-14,Practice,1,20,16,80.0,0
AS01381,L062,ELA04,2026-06-07,Test,1,10,8,80.0,0
AS01382,L063,READ01,2025-09-09,Practice,2,17,13,76.5,1
AS01383,L063,READ01,2025-10-19,Practice,2,13,10,76.9,1
AS01384,L063,READ01,2025-11-17,Test,1,12,9,75.0,0
AS01385,L063,READ01,2025-12-04,Practice,1,14,12,85.7,0
AS01386,L063,READ01,2025-12-21,Practice,1,19,14,73.7,0
AS01387,L063,READ01,2026-03-20,Quiz,1,16,13,81.2,0
AS01388,L063,READ01,2026-07-01,Quiz,1,17,14,82.4,0
AS01389,L063,MATH04,2025-10-05,Practice,1,13,10,76.9,0
AS01390,L063,MATH04,2025-10-25,Quiz,1,13,10,76.9,0
AS01391,L063,MATH04,2025-11-12,Practice,1,14,12,85.7,0
AS01392,L063,MATH04,2026-01-27,Test,1,20,14,70.0,0
AS01393,L063,MATH04,2026-02-13,Test,1,16,12,75.0,0
AS01394,L063,MATH04,2026-05-03,Practice,1,12,10,83.3,0
AS01395,L063,MATH04,2026-07-09,Quiz,1,15,12,80.0,0
AS01396,L063,MATH04,2026-08-28,Practice,1,15,13,86.7,0
AS01397,L063,SCI03,2025-09-10,Practice,1,15,11,73.3,0
AS01398,L063,SCI03,2025-12-17,Practice,1,20,15,75.0,0
AS01399,L063,SCI03,2026-01-05,Test,1,14,11,78.6,0
AS01400,L063,SCI03,2026-03-09,Quiz,1,15,12,80.0,0
AS01401,L063,SCI03,2026-04-02,Test,1,15,12,80.0,0
AS01402,L063,SCI03,2026-04-17,Test,1,13,10,76.9,0
AS01403,L064,ELA04,2025-09-10,Quiz,2,11,7,63.6,1
AS01404,L064,ELA04,2026-01-06,Test,2,19,12,63.2,1
AS01405,L064,ELA04,2026-02-08,Test,2,17,10,58.8,1
AS01406,L064,ELA04,2026-04-29,Practice,2,14,8,57.1,1
AS01407,L064,ELA04,2026-05-09,Practice,1,13,7,53.8,0
AS01408,L064,ELA04,2026-05-20,Quiz,2,12,7,58.3,1
AS01409,L064,ELA04,2026-06-16,Test,2,17,11,64.7,1
AS01410,L064,SCI03,2025-11-14,Practice,1,14,8,57.1,0
AS01411,L064,SCI03,2026-02-15,Test,1,15,9,60.0,0
AS01412,L064,SCI03,2026-03-02,Test,1,13,7,53.8,0
AS01413,L064,SCI03,2026-05-06,Test,1,13,8,61.5,0
AS01414,L064,SCI03,2026-06-15,Test,2,19,13,68.4,1
AS01415,L064,SCI03,2026-07-15,Quiz,1,10,5,50.0,0
AS01416,L064,READ01,2025-09-06,Quiz,2,12,7,58.3,1
AS01417,L064,READ01,2025-12-14,Practice,1,20,11,55.0,0
AS01418,L064,READ01,2026-01-06,Quiz,3,11,6,54.5,2
AS01419,L064,READ01,2026-01-12,Test,1,17,9,52.9,0
AS01420,L064,READ01,2026-01-31,Practice,1,12,7,58.3,0
AS01421,L064,READ01,2026-03-12,Practice,1,11,7,63.6,0
AS01422,L064,READ01,2026-04-05,Test,2,14,9,64.3,1
AS01423,L064,READ01,2026-08-25,Test,2,17,11,64.7,1
AS01424,L065,MATH02,2025-09-09,Test,2,15,10,66.7,1
AS01425,L065,MATH02,2025-09-27,Test,1,16,11,68.8,0
AS01426,L065,MATH02,2025-11-03,Practice,1,16,11,68.8,0
AS01427,L065,MATH02,2026-02-13,Quiz,1,12,8,66.7,0
AS01428,L065,MATH02,2026-02-15,Test,2,20,15,75.0,1
AS01429,L065,MATH02,2026-05-03,Test,2,19,14,73.7,1
AS01430,L065,MATH02,2026-06-10,Test,1,10,8,80.0,0
AS01431,L065,READ01,2025-10-03,Quiz,1,12,9,75.0,0
AS01432,L065,READ01,2025-10-05,Practice,1,11,8,72.7,0
AS01433,L065,READ01,2025-10-23,Practice,2,15,11,73.3,1
AS01434,L065,READ01,2025-11-11,Test,1,11,8,72.7,0
AS01435,L065,READ01,2025-11-17,Test,1,10,7,70.0,0
AS01436,L065,READ01,2026-05-13,Test,1,16,12,75.0,0
AS01437,L065,READ01,2026-05-26,Practice,1,11,8,72.7,0
AS01438,L065,ELA03,2025-09-29,Test,2,18,13,72.2,1
AS01439,L065,ELA03,2025-10-30,Quiz,1,13,10,76.9,0
AS01440,L065,ELA03,2025-12-26,Quiz,1,13,10,76.9,0
AS01441,L065,ELA03,2026-01-01,Practice,1,12,9,75.0,0
AS01442,L065,ELA03,2026-01-12,Test,1,16,12,75.0,0
AS01443,L065,ELA03,2026-07-28,Practice,2,16,13,81.2,1
AS01444,L065,ELA03,2026-08-16,Test,2,17,13,76.5,1
AS01445,L066,MATH02,2025-09-19,Test,2,17,13,76.5,1
AS01446,L066,MATH02,2025-09-21,Practice,1,11,8,72.7,0
AS01447,L066,MATH02,2025-10-05,Quiz,1,18,13,72.2,0
AS01448,L066,MATH02,2025-12-12,Test,2,16,12,75.0,1
AS01449,L066,MATH02,2025-12-16,Test,1,10,8,80.0,0
AS01450,L066,MATH02,2025-12-27,Test,2,19,14,73.7,1
AS01451,L066,MATH02,2026-06-09,Quiz,1,15,11,73.3,0
AS01452,L066,MATH02,2026-06-26,Practice,1,13,9,69.2,0
AS01453,L066,MATH02,2026-06-29,Practice,1,15,13,86.7,0
AS01454,L066,READ01,2025-09-15,Quiz,1,18,14,77.8,0
AS01455,L066,READ01,2025-11-01,Practice,2,12,9,75.0,1
AS01456,L066,READ01,2026-01-25,Quiz,1,11,9,81.8,0
AS01457,L066,READ01,2026-04-17,Test,1,13,10,76.9,0
AS01458,L066,READ01,2026-04-20,Test,1,14,11,78.6,0
AS01459,L066,READ01,2026-07-06,Practice,1,13,11,84.6,0
AS01460,L066,READ01,2026-07-31,Test,1,15,12,80.0,0
AS01461,L066,READ01,2026-07-31,Practice,1,20,16,80.0,0
AS01462,L066,READ01,2026-08-10,Practice,1,13,11,84.6,0
AS01463,L066,SCI02,2025-12-02,Practice,1,15,12,80.0,0
AS01464,L066,SCI02,2025-12-15,Practice,1,19,14,73.7,0
AS01465,L066,SCI02,2025-12-20,Practice,1,17,13,76.5,0
AS01466,L066,SCI02,2026-02-18,Quiz,1,20,16,80.0,0
AS01467,L066,SCI02,2026-03-18,Quiz,1,11,9,81.8,0
AS01468,L066,SCI02,2026-05-14,Quiz,1,10,8,80.0,0
AS01469,L067,MATH01,2025-09-01,Quiz,2,15,11,73.3,1
AS01470,L067,MATH01,2025-09-28,Practice,1,16,12,75.0,0
AS01471,L067,MATH01,2025-10-20,Test,2,11,8,72.7,1
AS01472,L067,MATH01,2025-11-21,Quiz,2,10,7,70.0,1
AS01473,L067,MATH01,2026-02-03,Practice,1,11,8,72.7,0
AS01474,L067,MATH01,2026-03-15,Quiz,1,17,12,70.6,0
AS01475,L067,MATH01,2026-04-16,Test,1,11,8,72.7,0
AS01476,L067,MATH01,2026-06-18,Practice,1,20,16,80.0,0
AS01477,L067,ELA01,2025-09-08,Quiz,2,18,14,77.8,1
AS01478,L067,ELA01,2025-10-15,Test,1,19,14,73.7,0
AS01479,L067,ELA01,2025-10-28,Practice,2,12,8,66.7,1
AS01480,L067,ELA01,2025-12-30,Quiz,1,20,14,70.0,0
AS01481,L067,ELA01,2026-04-22,Practice,1,17,13,76.5,0
AS01482,L067,ELA01,2026-06-24,Quiz,2,16,12,75.0,1
AS01483,L067,ELA01,2026-08-22,Test,1,19,14,73.7,0
AS01484,L067,SCI01,2025-12-13,Quiz,1,10,8,80.0,0
AS01485,L067,SCI01,2026-01-15,Quiz,1,13,10,76.9,0
AS01486,L067,SCI01,2026-01-22,Test,2,20,14,70.0,1
AS01487,L067,SCI01,2026-01-23,Test,1,16,12,75.0,0
AS01488,L067,SCI01,2026-05-04,Test,1,17,13,76.5,0
AS01489,L067,SCI01,2026-08-30,Quiz,2,10,7,70.0,1
AS01490,L068,ELA04,2025-11-23,Test,1,18,15,83.3,0
AS01491,L068,ELA04,2026-03-10,Quiz,1,20,17,85.0,0
AS01492,L068,ELA04,2026-03-11,Practice,1,19,16,84.2,0
AS01493,L068,ELA04,2026-04-22,Quiz,1,15,13,86.7,0
AS01494,L068,ELA04,2026-04-30,Practice,1,20,17,85.0,0
AS01495,L068,ELA04,2026-06-06,Practice,1,20,16,80.0,0
AS01496,L068,ELA04,2026-06-10,Practice,2,16,14,87.5,1
AS01497,L068,ELA04,2026-08-04,Practice,1,12,10,83.3,0
AS01498,L068,SCI03,2025-09-22,Test,1,19,16,84.2,0
AS01499,L068,SCI03,2025-11-14,Test,1,12,10,83.3,0
AS01500,L068,SCI03,2025-11-24,Quiz,1,12,10,83.3,0
AS01501,L068,SCI03,2026-02-23,Practice,2,16,14,87.5,1
AS01502,L068,SCI03,2026-04-19,Test,1,11,10,90.9,0
AS01503,L068,SCI03,2026-05-18,Test,1,10,8,80.0,0
AS01504,L068,SCI03,2026-06-04,Test,1,10,9,90.0,0
AS01505,L068,SCI03,2026-07-18,Test,1,20,17,85.0,0
AS01506,L068,SCI03,2026-08-15,Practice,1,13,12,92.3,0
AS01507,L068,READ01,2025-10-30,Practice,1,19,16,84.2,0
AS01508,L068,READ01,2025-12-22,Test,1,11,10,90.9,0
AS01509,L068,READ01,2026-02-14,Test,1,17,14,82.4,0
AS01510,L068,READ01,2026-03-11,Test,1,13,11,84.6,0
AS01511,L068,READ01,2026-03-21,Quiz,1,11,10,90.9,0
AS01512,L068,READ01,2026-03-22,Practice,1,14,12,85.7,0
AS01513,L068,READ01,2026-05-26,Test,1,14,12,85.7,0
AS01514,L068,READ01,2026-06-08,Quiz,2,20,17,85.0,1
AS01515,L068,READ01,2026-08-03,Practice,2,10,9,90.0,1
AS01516,L069,SCI02,2025-10-05,Practice,1,17,11,64.7,0
AS01517,L069,SCI02,2025-10-07,Quiz,1,15,8,53.3,0
AS01518,L069,SCI02,2025-12-05,Practice,2,19,12,63.2,1
AS01519,L069,SCI02,2025-12-16,Practice,2,15,9,60.0,1
AS01520,L069,SCI02,2026-01-08,Practice,1,19,10,52.6,0
AS01521,L069,SCI02,2026-08-15,Quiz,1,20,12,60.0,0
AS01522,L069,ELA03,2025-09-16,Practice,1,18,10,55.6,0
AS01523,L069,ELA03,2025-09-17,Practice,1,19,10,52.6,0
AS01524,L069,ELA03,2026-01-09,Quiz,2,20,11,55.0,1
AS01525,L069,ELA03,2026-02-11,Practice,2,16,9,56.2,1
AS01526,L069,ELA03,2026-02-27,Test,3,11,6,54.5,2
AS01527,L069,ELA03,2026-03-16,Test,3,11,6,54.5,2
AS01528,L069,ELA03,2026-05-01,Practice,1,20,12,60.0,0
AS01529,L069,ELA03,2026-05-14,Quiz,1,16,9,56.2,0
AS01530,L069,ELA03,2026-08-25,Quiz,1,19,12,63.2,0
AS01531,L069,MATH03,2025-10-19,Test,1,10,6,60.0,0
AS01532,L069,MATH03,2025-12-20,Test,1,20,12,60.0,0
AS01533,L069,MATH03,2026-02-06,Quiz,2,17,10,58.8,1
AS01534,L069,MATH03,2026-03-30,Test,2,17,10,58.8,1
AS01535,L069,MATH03,2026-04-20,Test,1,16,9,56.2,0
AS01536,L069,MATH03,2026-06-10,Practice,1,20,12,60.0,0
AS01537,L069,MATH03,2026-07-12,Test,2,19,12,63.2,1
AS01538,L069,MATH03,2026-08-27,Practice,3,17,9,52.9,2
AS01539,L070,ELA04,2025-09-21,Quiz,1,12,9,75.0,0
AS01540,L070,ELA04,2025-10-27,Quiz,1,13,10,76.9,0
AS01541,L070,ELA04,2025-11-23,Test,1,10,8,80.0,0
AS01542,L070,ELA04,2026-01-27,Practice,1,20,15,75.0,0
AS01543,L070,ELA04,2026-02-17,Quiz,1,10,8,80.0,0
AS01544,L070,ELA04,2026-04-07,Test,1,15,13,86.7,0
AS01545,L070,ELA04,2026-07-05,Practice,1,17,14,82.4,0
AS01546,L070,ELA04,2026-08-18,Quiz,1,11,9,81.8,0
AS01547,L070,READ01,2025-09-13,Test,2,16,13,81.2,1
AS01548,L070,READ01,2026-03-07,Quiz,1,15,13,86.7,0
AS01549,L070,READ01,2026-04-13,Practice,1,16,14,87.5,0
AS01550,L070,READ01,2026-05-13,Practice,1,16,14,87.5,0
AS01551,L070,READ01,2026-06-16,Practice,2,11,9,81.8,1
AS01552,L070,READ01,2026-07-07,Practice,1,20,16,80.0,0
AS01553,L070,READ01,2026-08-24,Quiz,1,18,16,88.9,0
AS01554,L070,MATH04,2025-09-13,Test,1,13,10,76.9,0
AS01555,L070,MATH04,2025-10-15,Practice,1,15,12,80.0,0
AS01556,L070,MATH04,2025-11-22,Test,1,11,9,81.8,0
AS01557,L070,MATH04,2025-12-05,Quiz,1,12,10,83.3,0
