activity_id,learner_id,course_id,activity_date,lesson_id,session_minutes,activities_completed,participation_rate,completion_percentage
A04091,L074,ELA02,2025-10-27,ELA02_L09,42,5,86.2,98.7
A04092,L074,ELA02,2025-11-09,ELA02_L08,49,5,98.9,98.5
A04093,L074,ELA02,2026-03-04,ELA02_L12,42,3,98.7,89.5
A04094,L074,ELA02,2026-01-26,ELA02_L09,42,5,100.0,96.1
A04095,L074,ELA02,2025-09-21,ELA02_L02,40,5,91.1,91.2
A04096,L074,ELA02,2026-02-15,ELA02_L08,42,4,100.0,83.2
A04097,L074,ELA02,2025-10-30,ELA02_L07,35,4,100.0,100.0
A04098,L074,ELA02,2026-01-24,ELA02_L08,48,4,100.0,100.0
A04099,L074,ELA02,2026-07-05,ELA02_L12,41,5,98.5,100.0
A04100,L074,ELA02,2026-02-07,ELA02_L11,44,6,97.8,100.0
A04101,L074,ELA02,2026-04-16,ELA02_L04,30,6,100.0,100.0
A04102,L074,ELA02,2026-06-11,ELA02_L07,46,6,90.9,81.0
A04103,L074,ELA02,2026-01-27,ELA02_L14,51,4,100.0,98.3
A04104,L074,ELA02,2026-04-08,ELA02_L04,38,4,100.0,98.4
A04105,L074,ELA02,2025-10-06,ELA02_L14,49,4,100.0,100.0
A04106,L074,ELA02,2026-05-02,ELA02_L11,31,5,91.3,100.0
A04107,L074,ELA02,2026-03-08,ELA02_L03,44,4,100.0,95.3
A04108,L074,READ01,2026-08-12,READ01_L08,35,5,98.9,96.3
A04109,L074,READ01,2026-08-11,READ01_L02,37,5,87.2,87.3
A04110,L074,READ01,2026-03-22,READ01_L08,37,6,95.5,85.5
A04111,L074,READ01,2026-05-26,READ01_L11,40,5,100.0,100.0
A04112,L074,READ01,2026-08-13,READ01_L02,44,6,87.0,100.0
A04113,L074,READ01,2025-11-01,READ01_L03,44,7,97.0,100.0
A04114,L074,READ01,2026-03-22,READ01_L07,39,6,93.1,80.9
A04115,L074,READ01,2026-08-22,READ01_L10,47,5,100.0,96.9
A04116,L074,READ01,2025-10-23,READ01_L12,56,5,93.0,88.0
A04117,L074,READ01,2025-11-26,READ01_L02,45,4,97.4,90.6
A04118,L074,MATH03,2025-12-11,MATH03_L06,51,4,93.1,72.0
A04119,L074,MATH03,2025-12-12,MATH03_L10,32,6,82.3,82.5
A04120,L074,MATH03,2026-03-26,MATH03_L02,48,5,100.0,99.1
A04121,L074,MATH03,2025-12-29,MATH03_L07,45,6,100.0,100.0
A04122,L074,MATH03,2026-05-14,MATH03_L05,40,4,93.1,100.0
A04123,L074,MATH03,2026-06-25,MATH03_L10,38,5,94.8,93.6
A04124,L074,MATH03,2026-01-18,MATH03_L11,59,6,100.0,100.0
A04125,L074,MATH03,2026-03-24,MATH03_L06,40,6,86.7,72.7
A04126,L074,MATH03,2026-05-02,MATH03_L11,44,5,100.0,92.0
A04127,L074,MATH03,2026-07-06,MATH03_L07,35,7,100.0,100.0
A04128,L074,MATH03,2026-05-07,MATH03_L09,33,5,100.0,100.0
A04129,L074,MATH03,2026-01-21,MATH03_L03,36,4,100.0,94.6
A04130,L074,MATH03,2026-04-21,MATH03_L02,56,3,93.2,100.0
A04131,L074,MATH03,2025-11-02,MATH03_L05,36,3,87.7,81.1
A04132,L074,MATH03,2026-05-09,MATH03_L08,46,4,100.0,100.0
A04133,L075,READ01,2026-07-19,READ01_L03,32,5,65.5,75.4
A04134,L075,READ01,2025-09-16,READ01_L02,25,3,61.1,63.7
A04135,L075,READ01,2025-09-28,READ01_L14,26,3,59.8,50.0
A04136,L075,READ01,2025-10-05,READ01_L08,39,1,38.5,39.8
A04137,L075,READ01,2026-08-14,READ01_L01,34,2,58.3,61.6
A04138,L075,READ01,2025-12-01,READ01_L07,37,5,59.4,62.2
A04139,L075,READ01,2026-07-07,READ01_L11,24,3,56.2,64.2
A04140,L075,READ01,2026-02-15,READ01_L03,36,2,54.1,62.2
A04141,L075,READ01,2026-02-03,READ01_L10,38,3,62.9,50.5
A04142,L075,READ01,2026-07-17,READ01_L02,36,5,50.8,46.7
A04143,L075,READ01,2025-10-10,READ01_L11,27,2,59.3,51.2
A04144,L075,READ01,2026-05-25,READ01_L13,42,1,39.0,35.8
A04145,L075,READ01,2026-05-11,READ01_L13,24,4,46.2,48.6
A04146,L075,SCI03,2025-12-13,SCI03_L05,26,2,47.9,47.4
A04147,L075,SCI03,2026-08-05,SCI03_L08,46,1,57.0,56.6
A04148,L075,SCI03,2026-05-10,SCI03_L09,39,3,53.1,60.2
A04149,L075,SCI03,2026-01-12,SCI03_L09,24,4,58.4,68.0
A04150,L075,SCI03,2026-02-23,SCI03_L13,41,3,63.0,80.7
A04151,L075,SCI03,2026-06-04,SCI03_L09,29,3,58.7,58.4
A04152,L075,SCI03,2025-09-10,SCI03_L13,44,3,51.5,52.6
A04153,L075,SCI03,2025-09-17,SCI03_L07,55,2,58.8,48.6
A04154,L075,SCI03,2025-10-31,SCI03_L07,29,3,44.6,39.0
A04155,L075,SCI03,2026-04-19,SCI03_L06,32,2,51.3,55.1
A04156,L075,SCI03,2026-03-12,SCI03_L08,37,4,64.6,77.6
A04157,L075,SCI03,2026-04-24,SCI03_L01,30,2,57.9,53.2
A04158,L075,SCI03,2025-09-17,SCI03_L03,37,3,51.5,59.8
A04159,L075,SCI03,2026-06-13,SCI03_L11,43,2,46.4,33.2
A04160,L075,SCI03,2026-02-03,SCI03_L15,51,2,52.1,48.2
A04161,L075,SCI03,2026-08-28,SCI03_L03,30,2,54.1,55.8
A04162,L075,SCI03,2026-05-10,SCI03_L07,34,2,64.3,60.1
A04163,L075,MATH04,2026-02-07,MATH04_L13,32,4,51.2,49.4
A04164,L075,MATH04,2026-05-08,MATH04_L04,45,4,54.9,61.8
A04165,L075,MATH04,2026-06-19,MATH04_L16,35,1,71.3,81.3
A04166,L075,MATH04,2026-08-04,MATH04_L16,35,1,42.9,37.3
A04167,L075,MATH04,2026-05-02,MATH04_L06,25,2,52.7,65.1
A04168,L075,MATH04,2026-05-18,MATH04_L02,36,2,49.9,47.7
A04169,L075,MATH04,2026-03-20,MATH04_L09,23,1,58.2,64.1
A04170,L075,MATH04,2026-05-12,MATH04_L13,31,2,64.6,66.5
A04171,L075,MATH04,2026-07-13,MATH04_L12,33,1,56.1,43.3
A04172,L075,MATH04,2026-01-24,MATH04_L11,32,3,48.9,56.5
A04173,L075,MATH04,2025-10-02,MATH04_L01,21,4,57.7,73.0
A04174,L075,MATH04,2026-06-30,MATH04_L02,34,2,45.6,47.2
A04175,L075,ELA04,2026-03-07,ELA04_L12,48,4,64.1,67.6
A04176,L075,ELA04,2026-06-26,ELA04_L01,33,4,52.9,52.4
A04177,L075,ELA04,2026-07-18,ELA04_L11,18,3,48.6,51.5
A04178,L075,ELA04,2026-03-14,ELA04_L04,39,2,50.5,48.9
A04179,L075,ELA04,2026-04-08,ELA04_L12,28,3,55.5,69.3
A04180,L075,ELA04,2026-03-02,ELA04_L14,35,3,46.5,48.4
A04181,L075,ELA04,2026-02-27,ELA04_L02,32,3,62.6,71.2
A04182,L075,ELA04,2026-08-05,ELA04_L08,34,3,51.6,50.0
A04183,L075,ELA04,2026-01-05,ELA04_L08,35,3,53.1,57.8
A04184,L075,ELA04,2026-07-29,ELA04_L10,18,3,55.5,56.3
A04185,L075,ELA04,2026-07-01,ELA04_L03,26,2,57.6,65.1
A04186,L075,ELA04,2026-08-19,ELA04_L03,33,3,53.5,53.4
A04187,L076,MATH03,2025-10-29,MATH03_L06,29,4,72.2,64.9
A04188,L076,MATH03,2025-11-26,MATH03_L01,41,3,77.1,62.6
A04189,L076,MATH03,2026-06-03,MATH03_L06,33,4,95.2,100.0
A04190,L076,MATH03,2025-09-20,MATH03_L08,35,4,82.1,72.1
A04191,L076,MATH03,2026-08-03,MATH03_L07,42,3,82.8,70.3
A04192,L076,MATH03,2026-06-18,MATH03_L09,45,4,65.2,67.8
A04193,L076,MATH03,2026-04-04,MATH03_L05,26,5,69.2,69.7
A04194,L076,MATH03,2025-09-11,MATH03_L12,34,4,83.0,91.6
A04195,L076,MATH03,2026-04-29,MATH03_L10,44,3,81.6,89.0
A04196,L076,MATH03,2025-09-12,MATH03_L06,36,3,84.6,100.0
A04197,L076,MATH03,2026-03-13,MATH03_L10,42,4,70.5,48.4
A04198,L076,MATH03,2026-03-19,MATH03_L06,15,2,84.8,91.1
A04199,L076,MATH03,2026-06-21,MATH03_L02,32,4,80.0,49.6
A04200,L076,MATH03,2026-05-09,MATH03_L02,39,4,81.4,81.7
A04201,L076,READ01,2026-02-20,READ01_L08,37,2,79.7,100.0
A04202,L076,READ01,2026-05-16,READ01_L13,27,3,85.4,82.5
A04203,L076,READ01,2026-08-08,READ01_L06,20,3,84.4,63.3
A04204,L076,READ01,2025-11-25,READ01_L10,33,4,73.5,66.2
A04205,L076,READ01,2026-02-01,READ01_L06,42,4,69.8,76.4
A04206,L076,READ01,2026-04-12,READ01_L04,33,4,74.4,80.4
A04207,L076,READ01,2026-05-13,READ01_L11,40,4,58.4,59.1
A04208,L076,READ01,2025-10-09,READ01_L14,17,3,74.6,96.1
A04209,L076,READ01,2026-06-02,READ01_L04,35,4,75.9,80.1
A04210,L076,READ01,2026-01-26,READ01_L05,35,4,81.0,100.0
A04211,L076,READ01,2025-09-25,READ01_L05,56,3,83.8,100.0
A04212,L076,READ01,2026-06-21,READ01_L07,40,5,69.4,63.3
A04213,L076,READ01,2025-12-25,READ01_L10,45,3,76.5,96.5
A04214,L076,MATH02,2026-06-24,MATH02_L02,53,5,64.7,63.6
A04215,L076,MATH02,2026-07-01,MATH02_L06,33,4,72.6,72.0
A04216,L076,MATH02,2026-01-18,MATH02_L02,53,4,85.8,75.7
A04217,L076,MATH02,2026-06-18,MATH02_L13,36,3,71.4,57.3
A04218,L076,MATH02,2026-05-30,MATH02_L08,40,3,92.5,100.0
A04219,L076,MATH02,2026-04-07,MATH02_L04,28,3,66.3,86.2
A04220,L076,MATH02,2026-02-25,MATH02_L13,18,5,73.7,70.1
A04221,L076,MATH02,2025-10-10,MATH02_L11,35,4,61.0,65.8
A04222,L076,MATH02,2026-02-02,MATH02_L09,30,4,90.2,81.8
A04223,L076,MATH02,2026-02-01,MATH02_L07,44,4,63.4,66.8
A04224,L076,MATH02,2026-08-06,MATH02_L09,32,3,79.2,79.6
A04225,L076,ELA02,2025-12-12,ELA02_L07,50,5,85.1,85.4
A04226,L076,ELA02,2026-03-25,ELA02_L05,37,3,77.9,78.2
A04227,L076,ELA02,2026-07-17,ELA02_L09,36,5,65.1,75.0
A04228,L076,ELA02,2026-04-21,ELA02_L11,37,3,68.4,67.6
A04229,L076,ELA02,2026-06-08,ELA02_L03,42,6,84.1,98.4
A04230,L076,ELA02,2025-09-10,ELA02_L11,43,4,77.4,63.9
A04231,L076,ELA02,2026-08-27,ELA02_L09,45,4,86.2,89.5
A04232,L076,ELA02,2025-12-05,ELA02_L10,44,2,85.7,88.6
A04233,L076,ELA02,2026-05-14,ELA02_L04,46,5,74.4,90.3
A04234,L076,ELA02,2026-08-05,ELA02_L14,31,5,66.8,59.7
A04235,L076,ELA02,2026-04-28,ELA02_L05,41,3,63.6,85.1
A04236,L076,ELA02,2026-07-24,ELA02_L09,39,3,78.1,97.2
A04237,L076,ELA02,2026-07-12,ELA02_L14,34,3,78.6,77.8
A04238,L076,ELA02,2026-04-11,ELA02_L10,45,2,68.0,66.3
A04239,L076,ELA02,2026-07-18,ELA02_L01,40,3,80.7,88.6
A04240,L077,ELA01,2025-12-12,ELA01_L06,39,5,76.1,81.6
A04241,L077,ELA01,2026-04-25,ELA01_L03,49,4,77.8,86.7
A04242,L077,ELA01,2026-01-02,ELA01_L03,48,5,95.4,97.7
A04243,L077,ELA01,2026-08-17,ELA01_L05,41,3,89.5,93.1
A04244,L077,ELA01,2026-04-11,ELA01_L07,44,4,85.2,76.1
A04245,L077,ELA01,2026-02-11,ELA01_L02,29,6,88.4,85.6
A04246,L077,ELA01,2026-07-22,ELA01_L04,44,5,85.1,68.2
A04247,L077,ELA01,2026-03-31,ELA01_L05,42,4,89.7,80.8
A04248,L077,ELA01,2026-01-25,ELA01_L11,29,6,80.5,98.3
A04249,L077,ELA01,2025-11-22,ELA01_L05,38,4,86.8,95.9
A04250,L077,ELA01,2026-08-18,ELA01_L10,35,3,97.2,100.0
A04251,L077,ELA01,2025-12-30,ELA01_L07,31,4,68.9,50.1
A04252,L077,ELA01,2026-01-01,ELA01_L02,46,4,92.1,100.0
A04253,L077,ELA01,2025-11-16,ELA01_L04,39,4,94.7,100.0
A04254,L077,ELA01,2025-09-15,ELA01_L04,41,6,88.9,92.5
A04255,L077,ELA01,2026-02-06,ELA01_L08,40,5,79.1,55.2
A04256,L077,ELA01,2026-05-07,ELA01_L09,51,4,80.9,99.4
A04257,L077,ELA01,2026-04-12,ELA01_L07,39,4,94.5,91.0
A04258,L077,SCI01,2025-12-13,SCI01_L03,54,4,100.0,92.7
A04259,L077,SCI01,2026-01-18,SCI01_L03,41,3,84.1,85.1
A04260,L077,SCI01,2025-09-15,SCI01_L05,25,5,93.7,100.0
A04261,L077,SCI01,2026-01-21,SCI01_L11,53,3,78.7,84.0
A04262,L077,SCI01,2026-06-09,SCI01_L03,37,4,80.7,89.1
A04263,L077,SCI01,2026-07-27,SCI01_L01,39,3,89.9,94.8
A04264,L077,SCI01,2026-05-07,SCI01_L01,38,6,86.5,67.8
A04265,L077,SCI01,2025-09-29,SCI01_L02,34,5,65.4,52.7
A04266,L077,SCI01,2026-02-08,SCI01_L10,47,5,75.3,79.8
A04267,L077,SCI01,2026-01-31,SCI01_L02,36,4,89.4,99.1
A04268,L077,READ01,2026-03-06,READ01_L11,22,4,72.4,83.6
A04269,L077,READ01,2026-08-03,READ01_L02,46,2,85.2,89.0
A04270,L077,READ01,2026-03-23,READ01_L14,29,5,88.4,87.0
A04271,L077,READ01,2025-11-11,READ01_L04,22,6,100.0,95.3
A04272,L077,READ01,2025-10-28,READ01_L10,35,4,70.2,82.7
A04273,L077,READ01,2026-05-15,READ01_L02,51,3,96.9,100.0
A04274,L077,READ01,2026-05-26,READ01_L11,34,4,86.3,77.8
A04275,L077,READ01,2026-06-25,READ01_L13,34,3,83.5,89.2
A04276,L077,READ01,2026-05-27,READ01_L05,38,6,88.2,85.1
A04277,L077,READ01,2026-05-13,READ01_L02,45,4,80.7,81.8
A04278,L077,READ01,2025-12-31,READ01_L10,40,2,63.0,48.3
A04279,L077,READ01,2025-11-02,READ01_L13,31,4,72.5,66.6
A04280,L077,READ01,2026-02-08,READ01_L06,41,2,88.5,89.5
A04281,L077,READ01,2026-06-27,READ01_L12,37,4,85.7,88.0
A04282,L077,READ01,2026-03-19,READ01_L13,27,4,89.3,100.0
A04283,L077,READ01,2025-12-30,READ01_L07,46,5,94.5,100.0
A04284,L077,MATH01,2025-11-13,MATH01_L02,38,3,98.5,95.3
A04285,L077,MATH01,2025-11-29,MATH01_L04,27,4,100.0,83.0
A04286,L077,MATH01,2026-01-19,MATH01_L08,30,4,84.2,60.8
A04287,L077,MATH01,2026-03-29,MATH01_L05,49,4,88.1,86.5
A04288,L077,MATH01,2026-06-29,MATH01_L01,41,4,81.8,91.1
A04289,L077,MATH01,2026-05-10,MATH01_L09,33,4,93.0,100.0
A04290,L077,MATH01,2026-03-11,MATH01_L12,24,4,71.8,77.7
A04291,L077,MATH01,2025-10-28,MATH01_L06,35,3,77.4,67.0
A04292,L077,MATH01,2026-06-07,MATH01_L07,30,4,88.7,77.8
A04293,L077,MATH01,2026-05-02,MATH01_L11,46,4,71.5,73.8
A04294,L077,MATH01,2026-01-05,MATH01_L05,34,5,71.1,100.0
A04295,L077,MATH01,2025-11-14,MATH01_L06,38,5,67.3,60.0
A04296,L077,MATH01,2026-05-02,MATH01_L12,33,4,90.0,83.7
A04297,L078,ELA04,2026-02-05,ELA04_L01,32,3,85.3,96.7
A04298,L078,ELA04,2026-07-28,ELA04_L02,38,2,67.3,54.3
A04299,L078,ELA04,2026-08-06,ELA04_L02,29,3,78.6,84.5
A04300,L078,ELA04,2026-08-20,ELA04_L08,44,4,70.9,76.1
A04301,L078,ELA04,2026-01-08,ELA04_L13,40,5,85.5,96.4
A04302,L078,ELA04,2026-02-06,ELA04_L12,48,4,71.4,66.6
A04303,L078,ELA04,2026-08-17,ELA04_L04,46,4,77.8,99.6
A04304,L078,ELA04,2026-06-01,ELA04_L08,41,3,84.2,82.1
A04305,L078,ELA04,2026-04-15,ELA04_L13,43,4,76.1,78.2
A04306,L078,ELA04,2025-09-05,ELA04_L13,43,3,76.5,96.9
A04307,L078,ELA04,2026-01-09,ELA04_L10,49,4,59.2,71.2
A04308,L078,ELA04,2025-10-17,ELA04_L08,40,4,78.5,88.2
A04309,L078,ELA04,2026-01-31,ELA04_L07,45,3,72.9,72.9
A04310,L078,ELA04,2025-11-22,ELA04_L15,45,4,82.2,77.5
A04311,L078,ELA04,2026-07-21,ELA04_L11,32,6,82.7,81.7
A04312,L078,MATH04,2025-09-18,MATH04_L09,28,4,63.2,64.9
A04313,L078,MATH04,2025-10-12,MATH04_L16,29,4,91.3,78.6
A04314,L078,MATH04,2026-04-30,MATH04_L14,51,3,71.6,78.7
A04315,L078,MATH04,2026-02-18,MATH04_L14,37,4,78.7,64.8
A04316,L078,MATH04,2025-10-22,MATH04_L06,53,4,88.8,100.0
A04317,L078,MATH04,2026-08-24,MATH04_L09,40,5,72.4,66.8
A04318,L078,MATH04,2026-05-18,MATH04_L03,24,6,64.5,58.1
A04319,L078,MATH04,2026-02-28,MATH04_L14,28,5,74.1,64.7
A04320,L078,MATH04,2026-07-06,MATH04_L11,40,3,71.6,69.5
A04321,L078,MATH04,2026-04-21,MATH04_L01,41,4,86.8,89.3
A04322,L078,MATH04,2025-09-27,MATH04_L06,53,3,72.4,75.0
A04323,L078,MATH04,2026-07-20,MATH04_L15,45,5,76.5,76.1
A04324,L078,MATH04,2026-07-26,MATH04_L05,40,2,77.9,58.8
A04325,L078,MATH04,2025-09-02,MATH04_L13,33,3,70.7,79.7
A04326,L078,MATH04,2025-12-12,MATH04_L10,35,3,75.6,75.0
A04327,L078,MATH04,2026-02-08,MATH04_L03,36,4,54.5,57.4
A04328,L078,READ01,2025-11-20,READ01_L04,39,3,63.0,53.3
A04329,L078,READ01,2026-05-23,READ01_L12,53,4,81.3,71.5
A04330,L078,READ01,2026-07-30,READ01_L13,45,4,77.1,100.0
A04331,L078,READ01,2025-11-06,READ01_L14,39,5,69.8,87.7
A04332,L078,READ01,2026-07-02,READ01_L11,37,5,59.9,94.6
A04333,L078,READ01,2026-03-30,READ01_L13,34,3,81.2,100.0
A04334,L078,READ01,2026-02-11,READ01_L08,30,4,81.4,85.1
A04335,L078,READ01,2026-05-03,READ01_L14,30,3,79.9,60.1
A04336,L078,READ01,2025-11-08,READ01_L05,34,4,83.9,100.0
A04337,L078,READ01,2025-11-28,READ01_L11,36,4,77.3,78.1
A04338,L078,READ01,2026-07-01,READ01_L14,40,3,85.5,98.1
A04339,L078,SCI03,2026-01-23,SCI03_L04,26,5,85.4,89.8
A04340,L078,SCI03,2025-10-14,SCI03_L07,45,3,77.8,89.3
A04341,L078,SCI03,2026-03-08,SCI03_L03,25,3,72.5,79.3
A04342,L078,SCI03,2026-03-21,SCI03_L15,50,5,68.0,84.0
A04343,L078,SCI03,2026-03-13,SCI03_L14,39,3,76.5,88.5
A04344,L078,SCI03,2026-06-20,SCI03_L04,42,5,78.6,71.3
A04345,L078,SCI03,2025-09-11,SCI03_L01,40,3,74.5,72.3
A04346,L078,SCI03,2026-06-13,SCI03_L11,35,5,79.5,61.4
A04347,L078,SCI03,2026-07-11,SCI03_L11,42,3,84.5,73.4
A04348,L078,SCI03,2025-12-27,SCI03_L15,31,5,58.9,58.2
A04349,L078,SCI03,2025-10-16,SCI03_L08,32,4,84.9,76.2
A04350,L078,SCI03,2025-12-11,SCI03_L05,36,3,67.8,49.3
A04351,L078,SCI03,2026-08-26,SCI03_L14,38,5,74.1,85.3
A04352,L078,SCI03,2025-11-26,SCI03_L01,43,4,85.3,70.6
A04353,L078,SCI03,2026-03-25,SCI03_L10,42,5,76.7,85.0
A04354,L079,READ01,2026-07-05,READ01_L05,31,4,92.5,97.7
A04355,L079,READ01,2025-11-16,READ01_L02,38,4,91.9,100.0
A04356,L079,READ01,2026-03-08,READ01_L03,52,3,73.6,50.6
A04357,L079,READ01,2026-06-18,READ01_L02,53,5,82.7,91.7
A04358,L079,READ01,2025-09-08,READ01_L12,38,3,82.9,55.8
A04359,L079,READ01,2026-05-28,READ01_L07,50,4,84.2,91.7
A04360,L079,READ01,2026-04-21,READ01_L14,42,4,95.3,85.5
A04361,L079,READ01,2026-08-11,READ01_L08,43,3,98.8,84.7
A04362,L079,READ01,2025-10-31,READ01_L04,31,6,92.6,59.6
A04363,L079,READ01,2025-12-14,READ01_L04,43,4,94.0,91.9
A04364,L079,READ01,2026-01-15,READ01_L05,45,3,97.7,77.1
A04365,L079,READ01,2026-05-12,READ01_L07,39,3,84.0,83.4
A04366,L079,READ01,2025-11-06,READ01_L07,39,5,78.0,95.9
A04367,L079,READ01,2025-12-15,READ01_L10,34,4,89.9,90.6
A04368,L079,READ01,2025-12-20,READ01_L14,42,6,71.9,72.3
A04369,L079,READ01,2026-01-23,READ01_L12,40,3,69.9,80.2
A04370,L079,ELA01,2026-04-03,ELA01_L03,38,4,86.8,84.3
A04371,L079,ELA01,2026-03-29,ELA01_L03,33,3,82.7,96.3
A04372,L079,ELA01,2025-09-15,ELA01_L05,41,4,79.5,83.4
A04373,L079,ELA01,2026-01-13,ELA01_L04,26,4,73.2,78.0
A04374,L079,ELA01,2026-07-14,ELA01_L08,36,6,76.8,54.6
A04375,L079,ELA01,2026-01-06,ELA01_L06,54,4,76.6,68.1
A04376,L079,ELA01,2026-06-26,ELA01_L11,40,4,92.0,94.3
A04377,L079,ELA01,2026-07-29,ELA01_L08,31,4,77.3,65.2
A04378,L079,ELA01,2025-10-14,ELA01_L01,42,5,82.7,96.2
A04379,L079,ELA01,2026-04-29,ELA01_L03,43,5,79.4,83.3
A04380,L079,ELA01,2026-02-13,ELA01_L12,31,5,78.8,58.3
A04381,L079,ELA01,2026-03-23,ELA01_L11,19,3,80.5,69.9
A04382,L079,ELA01,2025-12-18,ELA01_L12,45,4,91.4,100.0
A04383,L079,SCI01,2026-08-29,SCI01_L07,38,3,89.7,87.2
A04384,L079,SCI01,2026-07-03,SCI01_L05,29,4,81.8,85.2
A04385,L079,SCI01,2025-10-08,SCI01_L02,42,5,86.2,84.0
A04386,L079,SCI01,2026-06-13,SCI01_L01,36,4,84.2,100.0
A04387,L079,SCI01,2025-09-27,SCI01_L06,46,4,66.3,57.3
A04388,L079,SCI01,2025-12-30,SCI01_L08,27,3,84.7,74.5
A04389,L079,SCI01,2026-03-01,SCI01_L10,33,6,80.8,100.0
A04390,L079,SCI01,2026-08-10,SCI01_L10,44,5,66.4,72.9
A04391,L079,SCI01,2026-08-30,SCI01_L12,37,3,77.3,72.3
A04392,L079,SCI01,2025-09-24,SCI01_L01,38,3,72.9,70.5
A04393,L079,SCI01,2026-01-08,SCI01_L09,41,3,72.6,76.1
A04394,L079,SCI01,2026-07-15,SCI01_L07,52,2,91.3,81.2
A04395,L079,SCI01,2026-02-02,SCI01_L07,43,2,80.2,68.4
A04396,L079,SCI01,2026-08-10,SCI01_L06,40,5,83.6,89.0
A04397,L079,SCI01,2025-11-07,SCI01_L09,41,4,85.3,93.3
A04398,L079,SCI01,2025-09-22,SCI01_L10,52,2,64.7,51.7
A04399,L079,MATH01,2026-01-12,MATH01_L03,45,1,80.8,80.5
A04400,L079,MATH01,2026-05-16,MATH01_L08,47,3,88.9,85.3
A04401,L079,MATH01,2026-02-21,MATH01_L08,36,3,77.7,67.0
A04402,L079,MATH01,2025-11-07,MATH01_L02,40,5,86.1,88.7
A04403,L079,MATH01,2026-02-10,MATH01_L12,46,2,88.2,78.0
A04404,L079,MATH01,2026-05-30,MATH01_L07,39,3,80.8,91.7
A04405,L079,MATH01,2025-11-12,MATH01_L05,41,4,98.4,100.0
A04406,L079,MATH01,2025-10-30,MATH01_L06,40,5,67.7,60.0
A04407,L079,MATH01,2025-09-23,MATH01_L03,38,4,72.8,61.9
A04408,L079,MATH01,2026-05-14,MATH01_L05,35,3,99.4,98.3
A04409,L079,MATH01,2026-03-04,MATH01_L07,39,5,89.9,79.4
A04410,L079,MATH01,2026-01-23,MATH01_L05,44,5,94.5,98.9
A04411,L080,SCI03,2026-05-23,SCI03_L06,28,3,73.7,89.8
A04412,L080,SCI03,2026-04-12,SCI03_L15,25,4,79.5,74.4
A04413,L080,SCI03,2025-11-24,SCI03_L06,37,4,61.5,66.9
A04414,L080,SCI03,2026-05-10,SCI03_L13,39,3,64.5,69.4
A04415,L080,SCI03,2025-11-17,SCI03_L09,18,4,78.2,59.8
A04416,L080,SCI03,2026-08-03,SCI03_L11,30,2,76.9,85.2
A04417,L080,SCI03,2026-04-14,SCI03_L01,27,2,70.0,67.7
A04418,L080,SCI03,2025-12-06,SCI03_L03,26,3,57.4,45.8
A04419,L080,SCI03,2025-09-28,SCI03_L04,47,3,70.5,72.0
A04420,L080,SCI03,2025-12-03,SCI03_L01,25,5,83.2,96.1
A04421,L080,SCI03,2026-04-29,SCI03_L05,45,4,73.9,66.9
A04422,L080,SCI03,2025-11-23,SCI03_L12,44,4,75.8,76.3
A04423,L080,SCI03,2026-04-28,SCI03_L07,36,4,61.3,73.6
A04424,L080,SCI03,2025-10-30,SCI03_L15,37,2,63.6,75.4
A04425,L080,ELA04,2025-09-21,ELA04_L15,41,2,60.8,73.2
A04426,L080,ELA04,2026-03-02,ELA04_L16,28,4,69.6,62.5
A04427,L080,ELA04,2026-04-23,ELA04_L16,32,2,73.1,61.3
A04428,L080,ELA04,2025-10-28,ELA04_L05,46,4,63.6,83.1
A04429,L080,ELA04,2025-11-03,ELA04_L12,30,3,80.3,75.4
A04430,L080,ELA04,2025-10-18,ELA04_L07,20,3,61.7,46.3
A04431,L080,ELA04,2026-01-24,ELA04_L06,52,3,66.8,69.1
A04432,L080,ELA04,2025-11-26,ELA04_L09,37,4,74.3,70.0
A04433,L080,ELA04,2026-06-16,ELA04_L07,27,4,65.2,44.3
A04434,L080,ELA04,2026-06-26,ELA04_L01,23,4,74.8,70.6
A04435,L080,ELA04,2026-05-28,ELA04_L06,39,4,57.2,51.9
A04436,L080,ELA04,2026-04-02,ELA04_L03,16,2,72.8,88.3
A04437,L080,ELA04,2026-01-05,ELA04_L16,20,3,65.3,54.2
A04438,L080,ELA04,2026-08-13,ELA04_L04,32,4,65.7,64.9
A04439,L080,ELA04,2026-02-16,ELA04_L01,38,4,77.9,91.9
A04440,L080,ELA04,2026-01-24,ELA04_L04,25,5,63.9,65.6
A04441,L080,ELA04,2026-03-21,ELA04_L12,30,3,68.2,78.3
A04442,L080,MATH04,2026-02-13,MATH04_L05,41,4,74.9,81.8
A04443,L080,MATH04,2025-09-15,MATH04_L03,33,5,68.1,63.6
A04444,L080,MATH04,2026-04-24,MATH04_L16,28,3,70.0,67.2
A04445,L080,MATH04,2026-04-21,MATH04_L09,41,2,60.6,61.8
A04446,L080,MATH04,2026-07-02,MATH04_L01,20,3,68.1,71.2
A04447,L080,MATH04,2026-02-16,MATH04_L02,33,4,70.5,69.2
A04448,L080,MATH04,2026-08-02,MATH04_L15,37,4,67.2,59.1
A04449,L080,MATH04,2026-02-14,MATH04_L05,29,3,63.2,80.3
A04450,L080,MATH04,2025-12-18,MATH04_L02,26,3,71.6,76.1
A04451,L080,MATH04,2026-07-27,MATH04_L10,29,5,59.8,52.4
